NtsbNo,WeatherCondition,TimeOfDay,Investigation.Type,Event.Date,Air.carrier,Organizational Climate,Personnel Conditions,Supervisory Conditions,Operator Conditions,Unsafe Conditions,Fin_Quarter,Operating Expense per RTM,Operating Revenues_QoQ_pct,"Employment, Total Weighted Avg CY_QoQ_pct",merged_air_crash_data_weather.sky_cond_nonceil
OPS10IA155,VMC,Evening,Incident,4/22/2010,AMERICAN EAGLE AIRLINES,Structure,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,2.55,-11.1748264,-1.514188903,
OPS10IA163,VMC,Evening,Incident,4/29/2010,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.3,5.903375866,-0.235267757,CLER
OPS10IA163,VMC,Evening,Incident,4/29/2010,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.3,5.903375866,-0.235267757,CLER
ENG10IA029,,Evening,Incident,5/17/2010,UNITED AIRLINES,Structure,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,1.46,19.56171669,-0.623724637,
DCA10CA061,VMC,Evening,Accident,5/17/2010,ATLAS AIR,Structure,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,0.35,21.68917069,4.875717017,
WPR10IA256,VMC,Morning,Incident,5/23/2010,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.3,5.903375866,-0.235267757,SCAT
OPS10IA196,VMC,Evening,Incident,5/21/2010,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.75,19.4425254,-0.33779219,FEW
OPS10IA196,VMC,Evening,Incident,5/21/2010,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.75,19.4425254,-0.33779219,FEW
DCA10FA064,VMC,Afternoon,Accident,5/25/2010,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,1.46,19.56171669,-0.623724637,
ERA10LA299,VMC,Evening,Accident,6/5/2010,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Physiological State,Decision Errors,2,1.75,19.4425254,-0.33779219,FEW
ERA10LA299,VMC,Evening,Accident,6/5/2010,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Physiological State,Decision Errors,2,1.75,19.4425254,-0.33779219,FEW
ENG08IA051,,Evening,Incident,6/27/2008,U.S. AIRWAYS,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,2.28,14.87237368,0.69266447,
ENG10IA038,,Afternoon,Incident,6/16/2010,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.48,19.27527403,0.187053243,
CEN10LA363,IMC,Evening,Accident,6/28/2010,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Adverse Mental State,Decision Errors,2,2.55,-11.1748264,-1.514188903,CLER
DCA10CA075,VMC,Evening,Accident,6/19/2010,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,1.48,19.27527403,0.187053243,FEW
DCA10FA076,VMC,Evening,Accident,7/15/2010,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.44,9.532329099,0.885510435,
ENG10IA041,,Evening,Incident,7/18/2010,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.44,9.532329099,0.885510435,
DCA10IA082,VMC,Afternoon,Incident,8/4/2010,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.44,4.685238473,-0.138183978,
DCA10LA083,VMC,Morning,Accident,8/9/2010,SHUTTLE AMERICA CORP,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,0.88,-0.571887622,-0.459770115,SCAT
WPR10LA395,VMC,Afternoon,Accident,8/10/2010,EXPRESSJET AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,0.96,6.529836824,-1.217238732,FEW
WPR10IA430,VMC,Afternoon,Incident,8/26/2010,JETBLUE AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.13,9.733343953,-0.694259012,CLER
OPS10IA538,VMC,Evening,Incident,9/4/2010,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.44,4.685238473,-0.138183978,FEW
OPS10IA538,VMC,Evening,Incident,9/4/2010,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,3,1.44,4.685238473,-0.138183978,FEW
OPS10IA574,IMC,Morning,Incident,9/16/2010,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Adverse Mental State,Decision Errors,3,1.71,-0.061437792,-0.332158351,
OPS10IA574,IMC,Morning,Incident,9/16/2010,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Adverse Mental State,Decision Errors,3,1.71,-0.061437792,-0.332158351,
ENG10IA053,VMC,Evening,Incident,9/26/2010,ATLANTIC SOUTHEAST AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.74,-1.51631419,2.778288868,CLER
ENG10IA055,VMC,Evening,Incident,9/28/2010,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.26,4.740708095,1.381246491,FEW
ERA11CA010,VMC,Evening,Accident,10/4/2010,AIR WISCONSIN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,2.74,292.0885348,-0.67114094,SCAT
WPR11IA019,VMC,Afternoon,Incident,10/18/2010,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.32,281.5973022,-0.564909171,SCAT
DCA11FA004,,Evening,Accident,10/27/2010,AMERICAN AIRLINES,Structure,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,4,1.52,279.4602677,0.34290417,
ERA11CA046,VMC,Evening,Accident,11/2/2010,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.32,281.5973022,-0.564909171,
WPR11LA042,VMC,Afternoon,Accident,11/8/2010,HORIZON AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,4,2.65,275.9741876,3.034482759,SCAT
OPS11IA101,VMC,Evening,Incident,11/11/2010,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.53,254.8736951,-1.306031805,UNK
OPS11IA101,VMC,Evening,Incident,11/11/2010,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.53,254.8736951,-1.306031805,UNK
CEN11LA072,VMC,Afternoon,Accident,11/15/2010,COMPASS AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,4,0.56,482.1129929,-1.934826884,
WPR11LA058,IMC,Evening,Accident,11/24/2010,SKYWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,4,1.32,281.5973022,-0.564909171,SCAT
CEN11LA092,VMC,Afternoon,Accident,11/23/2010,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,2.89,-2.889674623,-0.983538669,CLER
CEN11LA099,VMC,Evening,Accident,12/5/2010,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.69,315.2682392,3.436592449,SCAT
CEN11LA099,VMC,Evening,Accident,12/5/2010,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.69,315.2682392,3.436592449,SCAT
OPS11IA173,VMC,Afternoon,Incident,12/9/2010,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,4,1.53,254.8736951,-1.306031805,FEW
OPS11IA173,VMC,Afternoon,Incident,12/9/2010,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,4,1.53,254.8736951,-1.306031805,FEW
DCA11CA014,VMC,Afternoon,Accident,12/18/2010,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.37,281.45222,-0.04219805,CLER
DCA11CA014,VMC,Afternoon,Accident,12/18/2010,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,4,1.37,281.45222,-0.04219805,CLER
DCA11IA015,IMC,Afternoon,Incident,12/29/2010,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,4,1.52,279.4602677,0.34290417,
ENG11IA011,,Evening,Incident,12/25/2010,SOUTHWEST AIRLINES,Culture,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,4,1.37,281.45222,-0.04219805,
OPS11IA246,VMC,Evening,Incident,1/21/2011,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.54,2.095689208,-0.180738446,UNK
OPS11IA271,VMC,Evening,Incident,2/1/2011,EXPRESSJET AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,1,1.09,0.874786226,0.298342541,
ENG11IA016,VMC,Morning,Incident,2/9/2011,DELTA AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,1,1.57,2.883882843,-0.062951206,
ERA11CA152,VMC,Evening,Accident,2/19/2011,JETBLUE AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,1.23,3.788463638,0.767857143,FEW
CEN11IA198,VMC,Evening,Incident,2/21/2011,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.54,2.095689208,-0.180738446,FEW
WPR11LA149,VMC,Evening,Accident,2/28/2011,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,1.57,2.883882843,-0.062951206,
ENG11IA021,Unknown,Afternoon,Incident,3/17/2011,COLGAN AIR,Culture,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,3.28,9.492393413,5.112781955,
CEN11IA234,VMC,Evening,Incident,3/18/2011,EXPRESSJET AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.09,0.874786226,0.298342541,
DCA11FA035,VMC,Evening,Accident,3/23/2011,UNITED PARCEL SERVICE,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,0.66,4.416321849,-0.707463742,FEW
OPS11IA410,VMC,Afternoon,Incident,3/11/2011,DELTA AIRLINES,Safety Climate,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Decision Errors,1,1.57,2.883882843,-0.062951206,FEW
CEN11LA250,VMC,Morning,Accident,3/26/2011,AMERICAN EAGLE AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,1,2.85,-3.759090892,-1.254705144,
DCA11CA036,VMC,Evening,Accident,2/25/2011,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,1,1.84,2.474588192,0.111788618,CLER
OPS11IA428,VMC,Evening,Incident,3/27/2011,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.39,3.632066507,0.419813312,FEW
OPS11IA428,VMC,Evening,Incident,3/27/2011,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.39,3.632066507,0.419813312,FEW
DCA11MA039,VMC,Afternoon,Accident,4/1/2011,SOUTHWEST AIRLINES,Culture,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,1.5,-71.11710338,2.807296167,
CEN11IA264,VMC,Evening,Incident,3/30/2011,PINNACLE AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Decision Errors,1,1.29,4.034758559,2.904685447,SCAT
DCA11IA040,IMC,Morning,Incident,4/4/2011,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.66,-71.81373093,1.699465593,SCAT
DCA11FA072,VMC,Morning,Accident,4/2/2011,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.5,-71.11710338,2.807296167,CLER
ERA11CA247,IMC,Evening,Accident,4/17/2011,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,1.9,2.658468788,0.426352655,FEW
WPR11LA203,VMC,Morning,Accident,4/11/2011,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,1.66,-72.98917457,1.049876754,FEW
ERA11LA266,VMC,Afternoon,Accident,4/25/2011,DELTA AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.7,-72.04192826,1.342911518,FEW
DCA11IA047,IMC,Afternoon,Incident,4/26/2011,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,2,1.5,-71.11710338,2.807296167,SCAT
DCA11FA050,VMC,Morning,Accident,1/3/2011,AMERICAN AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,1,1.54,2.095689208,-0.180738446,
DCA11FA053,VMC,Evening,Accident,5/9/2011,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,1.66,-71.81373093,1.699465593,CLER
DCA11FA052,,Evening,Accident,5/6/2011,CONTINENTAL AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,1.45,19.38953283,2.967707018,
ERA11CA296,VMC,Evening,Accident,5/12/2011,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.7,-72.04192826,1.342911518,FEW
ERA11CA296,VMC,Evening,Accident,5/12/2011,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.7,-72.04192826,1.342911518,FEW
OPS11IA552,VMC,Morning,Incident,5/16/2011,EXPRESSJET AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.06,-73.37352377,-0.804230473,FEW
OPS11IA552,VMC,Morning,Incident,5/16/2011,EXPRESSJET AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.06,-73.37352377,-0.804230473,FEW
DCA11CA060,VMC,Afternoon,Accident,5/23/2011,DELTA AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Adverse Mental State,Decision Errors,2,1.7,-72.04192826,1.342911518,
CEN11IA369,VMC,Morning,Incident,6/3/2011,AMERICAN EAGLE AIRLINES,Structure,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,2,2.55,-11.1748264,-1.514188903,FEW
ERA11CA327,VMC,Evening,Accident,6/6/2011,MESA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,1.76,-73.82414385,-4.516755707,FEW
CEN11IA379,VMC,Evening,Incident,6/7/2011,SKYWEST AIRLINES,Culture,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,2,1.37,-73.46001703,3.258700953,FEW
DCA11CA070,Unknown,Evening,Accident,5/16/2011,COLGAN AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,2,2.68,-67.31269871,10.37195994,
ENG11IA035,VMC,Evening,Incident,6/21/2011,DELTA AIRLINES,Culture,Crew Resource Management,Planned Inappropriate Operations,Mental Limitations,Skill-based Errors,2,1.7,-72.04192826,1.342911518,
DCA11CA073,VMC,Evening,Accident,6/12/2011,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.66,-71.81373093,1.699465593,
OPS11IA673,VMC,Afternoon,Incident,6/19/2011,EXPRESSJET AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.06,-73.37352377,-0.804230473,FEW
OPS11IA673,VMC,Afternoon,Incident,6/19/2011,EXPRESSJET AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Decision Errors,2,1.06,-73.37352377,-0.804230473,FEW
OPS11IA686,,Evening,Incident,6/27/2011,ALLEGIANT AIR,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,2,1.26,-70.92349163,-3.20789636,
WPR11LA300,VMC,Afternoon,Accident,5/31/2011,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,2,1.66,-71.81373093,1.699465593,CLER
DCA11CA084,VMC,Evening,Accident,7/14/2011,ATLANTIC SOUTHEAST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Physiological State,Decision Errors,3,1.74,-1.51631419,2.778288868,FEW
DCA11CA084,VMC,Evening,Accident,7/14/2011,ATLANTIC SOUTHEAST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Physiological State,Decision Errors,3,1.74,-1.51631419,2.778288868,FEW
DCA11FA091,VMC,Morning,Accident,7/29/2011,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.65,3.787532191,-0.212930219,
ENG11IA043,VMC,Morning,Incident,8/6/2011,DELTA AIRLINES,Culture,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,3,1.67,7.799550382,-0.34119763,
ENG11IA047,VMC,Afternoon,Incident,8/29/2011,EXPRESSJET AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,3,1.04,2.579174666,2.054642381,CLER
CEN11IA615,VMC,Evening,Incident,9/1/2011,ATLANTIC SOUTHEAST AIRLINES,Safety Climate,Crew Resource Management,Failed to Correct Known Problem,Mental Limitations,Skill-based Errors,3,1.74,-1.51631419,2.778288868,FEW
ENG11IA051,,Afternoon,Incident,9/26/2011,UNITED AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.65,3.787532191,-0.212930219,
ERA11CA511,VMC,Afternoon,Accident,9/29/2011,AMERICAN AIRLINES,Safety Climate,Personal Readiness,Inadequate Supervision,Adverse Mental State,Skill-based Errors,3,1.65,4.295756433,-0.040655303,
ENG12IA001,VMC,Afternoon,Incident,10/10/2011,DELTA AIRLINES,Safety Climate,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Skill-based Errors,4,1.69,-14.52421284,-2.730964198,
ERA12CA038,VMC,Morning,Accident,10/7/2011,DELTA AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Mental Limitations,Skill-based Errors,4,1.69,-14.52421284,-2.730964198,CLER
ERA12CA044,IMC,Evening,Accident,10/20/2011,U.S. AIRWAYS,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Skill-based Errors,4,1.99,1.915801887,0.843091335,
ENG12IA003,,Afternoon,Incident,10/23/2011,DELTA AIRLINES,Culture,Personal Readiness,Failed to Correct Known Problem,Adverse Physiological State,Routine Violations,4,1.69,-14.52421284,-2.730964198,
ENG12IA004,,Afternoon,Incident,10/23/2011,ATLANTIC SOUTHEAST AIRLINES,Safety Climate,Personal Readiness,Planned Inappropriate Operations,Adverse Physiological State,Skill-based Errors,4,1.96,4.442886084,1.808091658,
WPR12LA053,VMC,Evening,Accident,12/2/2011,SOUTHWEST AIRLINES,Safety Climate,Crew Resource Management,Inadequate Supervision,Adverse Mental State,Decision Errors,4,1.55,-4.701659323,1.432709447,CLER
